1.000000 -0.000000
0.999615 -0.000177
0.998459 -0.000704
0.996534 -0.001564
0.993844 -0.002731
0.990393 -0.004170
0.986185 -0.005838
0.981228 -0.007690
0.975528 -0.009674
0.969096 -0.011738
0.961940 -0.013834
0.954072 -0.015915
0.945503 -0.017942
0.936248 -0.019881
0.926320 -0.021711
0.915735 -0.023417
0.904508 -0.024998
0.892658 -0.026461
0.880203 -0.027826
0.867161 -0.029120
0.853553 -0.030378
0.839400 -0.031644
0.824724 -0.032962
0.809547 -0.034380
0.793893 -0.035945
0.777785 -0.037701
0.761249 -0.039687
0.744311 -0.041932
0.726995 -0.044459
0.709330 -0.047278
0.691342 -0.050389
0.673059 -0.053779
0.654508 -0.057423
0.635720 -0.061283
0.616723 -0.065313
0.597545 -0.069457
0.578217 -0.073652
0.558769 -0.077829
0.539230 -0.081918
0.519630 -0.085847
0.500000 -0.089547
0.480370 -0.092955
0.460770 -0.096012
0.441231 -0.098669
0.421783 -0.100889
0.402455 -0.102641
0.383277 -0.103911
0.364280 -0.104694
0.345492 -0.104995
0.326941 -0.104833
0.308658 -0.104234
0.290670 -0.103231
0.273005 -0.101864
0.255689 -0.100177
0.238751 -0.098215
0.222215 -0.096022
0.206107 -0.093642
0.190453 -0.091111
0.175276 -0.088462
0.160600 -0.085723
0.146447 -0.082910
0.132839 -0.080034
0.119797 -0.077098
0.107342 -0.074098
0.095492 -0.071022
0.084265 -0.067855
0.073680 -0.064578
0.063752 -0.061167
0.054497 -0.057600
0.045928 -0.053857
0.038060 -0.049919
0.030904 -0.045773
0.024472 -0.041410
0.018772 -0.036829
0.013815 -0.032036
0.009607 -0.027042
0.006156 -0.021870
0.003466 -0.016544
0.001541 -0.011099
0.000385 -0.005570
0.000000 0.000000
0.000385 0.005570
0.001541 0.011099
0.003466 0.016544
0.006156 0.021870
0.009607 0.027042
0.013815 0.032036
0.018772 0.036829
0.024472 0.041410
0.030904 0.045773
0.038060 0.049919
0.045928 0.053857
0.054497 0.057600
0.063752 0.061167
0.073680 0.064578
0.084265 0.067855
0.095492 0.071022
0.107342 0.074098
0.119797 0.077098
0.132839 0.080034
0.146447 0.082910
0.160600 0.085723
0.175276 0.088462
0.190453 0.091111
0.206107 0.093642
0.222215 0.096022
0.238751 0.098215
0.255689 0.100177
0.273005 0.101864
0.290670 0.103231
0.308658 0.104234
0.326941 0.104833
0.345492 0.104995
0.364280 0.104694
0.383277 0.103911
0.402455 0.102641
0.421783 0.100889
0.441231 0.098669
0.460770 0.096012
0.480370 0.092955
0.500000 0.089547
0.519630 0.085847
0.539230 0.081918
0.558769 0.077829
0.578217 0.073652
0.597545 0.069457
0.616723 0.065313
0.635720 0.061283
0.654508 0.057423
0.673059 0.053779
0.691342 0.050389
0.709330 0.047278
0.726995 0.044459
0.744311 0.041932
0.761249 0.039687
0.777785 0.037701
0.793893 0.035945
0.809547 0.034380
0.824724 0.032962
0.839400 0.031644
0.853553 0.030378
0.867161 0.029120
0.880203 0.027826
0.892658 0.026461
0.904508 0.024998
0.915735 0.023417
0.926320 0.021711
0.936248 0.019881
0.945503 0.017942
0.954072 0.015915
0.961940 0.013834
0.969096 0.011738
0.975528 0.009674
0.981228 0.007690
0.986185 0.005838
0.990393 0.004170
0.993844 0.002731
0.996534 0.001564
0.998459 0.000704
0.999615 0.000177
1.000000 0.000000
